Compiled shader: Skybox/Procedural, pass: <unnamed>, stage: vertex, keywords _SUNDISK_SIMPLE
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _USEDYNAMICSNOWTSTATICMASKF_ON _USESNOW_ON
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _USEDYNAMICSNOWTSTATICMASKF_ON _USESNOW_ON
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _USESNOW_ON
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _USESNOW_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP _PARALLAXMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP _PARALLAXMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _EMISSION _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _EMISSION _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: Legacy Shaders/Specular, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Legacy Shaders/Specular, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _DETAIL_MULX2 _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _DETAIL_MULX2 _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Legacy Shaders/Bumped Diffuse, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Legacy Shaders/Bumped Diffuse, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _DETAIL_MULX2 _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _DETAIL_MULX2 _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON LOD_FADE_CROSSFADE UNITY_HDR_ON _DETALUSEUV3_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON LOD_FADE_CROSSFADE UNITY_HDR_ON _DETALUSEUV3_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON _DETALUSEUV3_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON _DETALUSEUV3_ON
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _NORMALMAP
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular_Square_Shadows, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular_Square_Shadows, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Autodesk Interactive, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP _PARALLAXMAP
Compiled shader: Autodesk Interactive, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP _PARALLAXMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP _PARALLAXMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP _PARALLAXMAP
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular_Square_Shadows, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular_Square_Shadows, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Cross Model Shader, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Cross Model Shader, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: Nature/SpeedTree, pass: DEFERRED, stage: vertex, keywords EFFECT_BUMP GEOM_TYPE_LEAF INSTANCING_ON LIGHTPROBE_SH LOD_FADE_PERCENTAGE UNITY_HDR_ON
Compiled shader: Nature/SpeedTree, pass: DEFERRED, stage: fragment, keywords EFFECT_BUMP GEOM_TYPE_LEAF INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _ALPHATEST_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_DEPTH _DETALUSEUV3_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_DEPTH _DETALUSEUV3_ON
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _METALLICGLOSSMAP
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _METALLICGLOSSMAP
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _ALPHATEST_ON
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _ALPHATEST_ON
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHABLEND_ON
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHABLEND_ON
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _ALPHATEST_ON _METALLICGLOSSMAP
Compiled shader: NDF/Two Sided, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _ALPHATEST_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHATEST_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHATEST_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _ALPHATEST_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _ALPHATEST_ON _METALLICGLOSSMAP
Compiled shader: Hidden/TerrainEngine/BillboardTree, pass: <unnamed>, stage: vertex, keywords AURA AURA_USE_CUBIC_FILTERING AURA_USE_DITHERING FOG_EXP2
Compiled shader: Hidden/TerrainEngine/BillboardTree, pass: <unnamed>, stage: fragment, keywords AURA AURA_USE_CUBIC_FILTERING AURA_USE_DITHERING FOG_EXP2
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 LIGHTMAP_ON _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 LIGHTMAP_ON _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 LIGHTMAP_ON _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 LIGHTMAP_ON _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: NatureManufacture Shaders/Standard Specular Foliage, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 LIGHTMAP_ON
Compiled shader: NatureManufacture Shaders/Standard Specular Foliage, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 LIGHTMAP_ON
Compiled shader: NatureManufacture Shaders/Standard Specular Foliage, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2
Compiled shader: NatureManufacture Shaders/Standard Specular Foliage, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 LIGHTMAP_ON _ALPHABLEND_ON _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 LIGHTMAP_ON _ALPHABLEND_ON _NORMALMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords DIRECTIONAL FOG_EXP2 _ALPHABLEND_ON _NORMALMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords DIRECTIONAL FOG_EXP2 _ALPHABLEND_ON _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHABLEND_ON _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHABLEND_ON _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTMAP_ON _ALPHABLEND_ON _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTMAP_ON _ALPHABLEND_ON _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTMAP_ON _ALPHABLEND_ON
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTMAP_ON _ALPHABLEND_ON
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords DIRECTIONAL FOG_EXP2 _ALPHABLEND_ON
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords DIRECTIONAL FOG_EXP2 _ALPHABLEND_ON
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTMAP_ON _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTMAP_ON _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Particles/Additive_Custom, pass: <unnamed>, stage: vertex, keywords FOG_EXP2 SOFTPARTICLES_ON
Compiled shader: Particles/Additive_Custom, pass: <unnamed>, stage: fragment, keywords FOG_EXP2 SOFTPARTICLES_ON
Compiled shader: Custom/MultiPageBook, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: Custom/MultiPageBook, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _EMISSION
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _EMISSION
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _ALPHABLEND_ON
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _ALPHABLEND_ON
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _ALPHATEST_ON
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _ALPHATEST_ON
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHABLEND_ON
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHABLEND_ON
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords DIRECTIONAL FOG_EXP2 _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHABLEND_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHABLEND_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: vertex, keywords DIRECTIONAL FOG_EXP2 _ALPHABLEND_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD_DELTA, stage: fragment, keywords DIRECTIONAL FOG_EXP2 _ALPHABLEND_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 LIGHTPROBE_SH _ALPHABLEND_ON
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 LIGHTPROBE_SH _ALPHABLEND_ON
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 LIGHTPROBE_SH _ALPHABLEND_ON _NORMALMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 LIGHTPROBE_SH _ALPHABLEND_ON _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: FORWARD, stage: vertex, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: FORWARD, stage: fragment, keywords DIRECTIONAL FOG_EXP2 INSTANCING_ON LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHATEST_ON
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHATEST_ON
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTMAP_ON UNITY_HDR_ON _DETAIL_MULX2 _METALLICGLOSSMAP _NORMALMAP _PARALLAXMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTMAP_ON UNITY_HDR_ON _DETAIL_MULX2 _METALLICGLOSSMAP _NORMALMAP _PARALLAXMAP
Compiled shader: Standard (Specular setup), pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A _SPECGLOSSMAP
Compiled shader: Standard (Specular setup), pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A _SPECGLOSSMAP
Compiled shader: Standard (Specular setup), pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _DETAIL_MULX2 _NORMALMAP _SPECGLOSSMAP
